index_tasty,id_,name,slug,video_url,thumbnail_url,tags,ratings_negative,ratings_positive,score,cooking_style_big_batch,cooking_style_kid_friendly,cooking_style_bake,meal_breakfast,meal_bakery_goods,cuisine_american,meal_drinks,difficulty_5_ingredients_or_less,healthy_low_calorie,difficulty_easy,dietary_gluten_free,dietary_vegetarian,difficulty_under_1_hour,difficulty_under_45_minutes,healthy_high_protein,dietary_kid_friendly,cuisine_fusion,method_steam,cuisine_japanese,dietary_comfort_food,dietary_indulgent_sweets,method_bake,dietary_dairy_free,cooking_style_one_pot_or_pan,cooking_style_pan_fry,dietary_healthy,method_pan_fry,healthy_low_fat,healthy_low_sugar,healthy_low_carb,cooking_style_mashup,meal_snacks,seasonal_winter,cuisine_british,cooking_style_comfort_food,healthy_high_fiber,cuisine_french,meal_desserts,difficulty_under_15_minutes,difficulty_under_30_minutes,dietary_keto,seasonal_summer,cooking_style_no_bake_desserts,dietary_vegan,cuisine_mexican,seasonal_spring,cuisine_italian,meal_lunch,seasonal_fall,cuisine_german,cooking_style_meal_prep,meal_dinner,meal_appetizers,meal_sides,cuisine_african,cuisine_middle_eastern,method_deep_fry,cuisine_latin_american,method_grill,cuisine_dominican,dietary_pescatarian,cuisine_seafood,cuisine_chinese,cuisine_greek,dietary_contains_alcohol,cuisine_indian,cooking_style_steam,cooking_style_stuffed,cuisine_caribbean,cuisine_filipino,cuisine_taiwanese,cuisine_korean,cuisine_jamaican,meal_brunch,cuisine_swedish,cooking_style_deep_fry,cuisine_west_african,cuisine_thai,cuisine_vietnamese,cuisine_peruvian,cuisine_brazilian,cooking_style_grill,cuisine_bbq,cuisine_kenyan,cuisine_haitian,cuisine_persian,cuisine_ethiopian,cuisine_cuban,cuisine_puerto_rican,cuisine_soul_food,cuisine_indigenous,cuisine_laotian,cuisine_hawaiian,method_no_bake_desserts,cuisine_lebanese,cuisine_south_african,cuisine_venezuelan
2515,943,Chocolate-dipped Cannoli Cupcakes,chocolate-dipped-cannoli-cupcakes,https://vid.tasty.co/output/28564/mp4_640x640/1491504477,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5460c9fc5f5e4141b5432fa728d12bb7/FB_05.jpg,"8104113,8030030,1280507,1280508,1247775,1280500,1247771,1280506,1280510,1247788,1247772,65844,64488,64500,65850,64485,65843,64453,65851,64471,64492,65410,65846,64444,64503",33,569,95.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,63,Apple Pie Bread Pudding,apple-pie-bread-pudding,https://vid.tasty.co/output/8421/mp4_640x640/1472567727,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/46d6505df447438c965e0db35c587215/BFV10747_ApplePieBreadPudding.jpg,"7510771,6389771,1247775,64503,188967,1280507,1280506,1280508,1280500,1247788,1280510,1247785,1280503,1247781,1247772,1247768,1280501,64473,64479,65850,65846,64485,64492,65410,64447,64444",33,610,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,4425,Pumpkin Bread Ring With Maple Cream Cheese Filling,pumpkin-bread-ring-with-maple-cream-cheese-filling,https://vid.tasty.co/output/111119/landscape_480/1538584739,https://img.buzzfeed.com/video-api-prod/assets/10f86adc6e024f23b87000563b46f4a7/fb_thumb.jpg,"7560083,188967,1247785,1247775,1280502,1247768,65852,64444,1280513,1247793,1247788,1280510,64485,1280499,64479,1280507,64503,65846,64476,64492,64508,1280506",31,551,95.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,465,Chocolate-Covered Cheesecake Bites,chocolate-covered-cheesecake-bites,https://vid.tasty.co/output/31927/mp4_640x640/1495125516,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/b7e08d38ddc542a594b03d2fac089f73/BFV8197_Chocolate-Covered_Cheesecake_Bites-FB1080.jpg,"8030030,1280507,1280508,1247788,1280510,1247785,1247796,1280503,1280501,64491,65845,64444,64471,64485,64503,64500,65850,65843,65854",73,551,89.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,2934,Pumpkin Bread-bottom Cheesecake,pumpkin-bread-bottom-cheesecake,https://vid.tasty.co/output/57638/mp4_640x640/1508536259,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7e76b2b7f6494c4aab3156220dcb5ecc/BFV30904PumpkinBreadBottomCheesecakeFBFinal.jpg,"6389771,1280501,1247788,1247775,1247768,1247794,1247793,1280513,1280508,1280506,1280507,1280510,1247785,64508,64503,188967,64479,64476,65851,64492,64471,64485,65850,64444,65846",19,599,97.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,2180,Giant Molten Chocolate Box Cake,giant-molten-chocolate-box-cake,https://vid.tasty.co/output/45580/mp4_640x640/1501536905,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/80225.jpg,"64470,1280513,1247775,1247768,1247793,1247786,1280510,1247785,1280506,1247788,64488,64444,65846,65848,188967,64485,65850,64492,64500",53,597,92.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,1798,Caramel Blended Drink,caramel-blended-drink,https://vid.tasty.co/output/32912/mp4_640x640/1495755559,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f66f4415e31446aa85622d7c1ce43fb0/BFV21215_FrozenBlendedDrinks5Ways-FB1080SQ.jpg,"1280507,1280506,1280508,1280503,1280501,64487,64485,64484,64465,64510,64471,64488,64444,65838",58,600,92.0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,5504,Chocolate Marble Zucchini Bread,chocolate-marble-zucchini-bread,https://vid.tasty.co/output/142086/landscape_480/1565812922,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/229589.jpg,"64463,1280507,1280510,65857,1247788,64484,64505,1247767,2651754,1280508,64492,64485,64471,64444,1247793,65846,1280506,1280503,64488,1280501,2651758,64462,65850,1280502",42,556,93.0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,2118,Easiest Banana-cocoa Ice Cream,easiest-banana-cocoa-ice-cream,https://vid.tasty.co/output/34251/mp4_640x640/1497564050,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/f70f5c2cf16948a28e60321e5d965ccb/BFV21759_HealthySnacks-FB1080-2.jpg,"64463,64470,8091920,8091919,64500,1280508,1247788,65843,64505,64485,65854,64488,64466,65850,64444,65842",105,540,84.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,4570,Old-Fashioned Pumpkin Pie,old-fashioned-pumpkin-pie,https://vid.tasty.co/output/117011/landscape_480/1543368567,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/190102.jpg,"4708980,1247768,1280503,1280512,1247793,1247784,1247788,1280510,64462,1247782,64479,64503,65857,64444,188967,64485,64471,65850,65844",38,583,94.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,2252,Oatmeal Raisin Cookies,oatmeal-raisin-cookies,https://vid.tasty.co/output/46809/mp4_640x640/1502320486,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a5e4ec001a2243c890233c7029337851/BFV23640_Healthier_Food_Substitutions_-_FB1080.jpg,"64463,8091916,64503,64504,64501,64505,65851,64488,64444,64471,64492,65857,64485,64466,65846",124,588,83.0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,1353,Berry Cheesecake Crepes,berry-cheesecake-crepes,https://vid.tasty.co/output/44985/low_1501028201.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/01596b701eb1417296b6121c331c6be2/BFV9642_Crepes_4_Ways-FB1080.jpg,"8091920,8091917,1247787,1247788,1247794,1247785,1280510,1280507,1280506,1247793,1280508,64488,65854,64485,65850,64449,65848",25,579,96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,6123,4-Ingredient Peanut Butter Cookies,4-ingredient-peanut-butter-cookies,https://vid.tasty.co/output/163396/landscape_480/1585188334,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/259735.jpg,"8091748,8091747,64472,64470,64467,64500,64503,64492,1247780,64462,64491,1280510,64471,1280508,1280506,1280503,65850,1280507,1280500,65846,64485",64,584,91.0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,3691,Chocolate Chip Banana 'Box' Bread,chocolate-chip-banana-box-bread,https://vid.tasty.co/output/87859/landscape_480/1522789999,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6fa2af9c1bf44343aed7669d88376e60/BFV38649_CakeMixTransformation_FINALFB.jpg,"64463,6854262,1280507,64503,64484,1280506,64488,1247793,1280503,1280501,1247767,1247775,1247780,1247788,1247785,65850,64444,64492,64485,1280508,65857,64471,1280510,65846,1691104,64462",16,583,98.0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,1665,"Strawberry Banana ""Ice Cream""",strawberry-banana-ice-cream,https://vid.tasty.co/output/27284/mp4_640x640/1490223591,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e37d75b95520441a94f720aac94a11e4/FULL_1.jpg,"64470,8091919,8091916,1247767,1247772,1280501,1280503,1247796,64466,64444,64505,64485,64471,65854,65838,65843",64,577,91.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,1367,Cookie Dough 'Box' Cupcakes,cookie-dough-box-cupcakes,https://vid.tasty.co/output/40651/mp4_640x640/1498786752,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/933b399b83a7493da7738f20335a8a51/BFV8447_Cupcakes_4_Ways-FB1080.jpg,"64470,1247775,1247785,1280510,1247771,1280507,64444,188967,64503,64492,65857,64485,64488,65850,65846",52,580,92.0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,553,Caramel Apple Bake,caramel-apple-bake,https://vid.tasty.co/output/11060/mp4_640x640/1475173231,https://img.buzzfeed.com/video-api-prod/assets/ddae6134db6e4abaa2eb4fb7afee0b67/BFV13001_CaramelAppleBake-ThumbTextless1080.jpg,"64503,64492,1247775,1280500,1247794,1280510,1247785,1280507,1280508,1280501,1280503,1247781,65850,64485,65857,65846",31,525,95.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,425,Apple Pie Bake,apple-pie-bake,https://vid.tasty.co/output/31965/mp4_640x640/1495124965,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/510fa6c2f6b141f28310044fafffaa4a/bfv8809_Apple_Pie_Bake-FB1080.jpg,"5993378,5923249,1280501,1280510,1247775,1280500,1247794,1691103,64473,64505,65850,64488,65848,65846,64511,64504,64492,64479,64444,64485",25,568,96.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,1036,Chocolate Banana Mug Cake,chocolate-banana-mug-cake,https://vid.tasty.co/output/19060/mp4_640x640/1482361931,https://img.buzzfeed.com/video-api-prod/assets/9c0064b1e16b4852958a0efc44d2d503/Thumb_2.jpg,"1280508,64505,64492,64485,64471,64488,65850,64444,65845,65846",171,560,77.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2534,4521,Apple Pie (Macerated),apple-pie-macerated,https://vid.tasty.co/output/114207/landscape_480/1541199334,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/5fff871127f84ba7928e6c1c9fcde3ed/perfectpiefinalYT.jpg,"8091920,1247781,1247770,1247775,1280512,1247782,1280501,64444,64492,65850,65846,1280508,64479,1280503,1280507,64462,64485,64473,1280506,1280510,1247785,188967,1247780,65857,64503",38,565,94.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,90,Pumpkin Chocolate Chip Whoopie Pies,pumpkin-chocolate-chip-whoopie-pies,https://vid.tasty.co/output/51271/mp4_640x640/1504722597,https://img.buzzfeed.com/video-api-prod/assets/9cb4e198e4e548c7b851b2031e254f2f/Thumb3-BFV4116_PumpkinChocolateChipWhoopiePies-1080.jpg,"1280506,65844,1280510,64503,64488,64492,65846,64444,65857,65850,64485",16,564,98.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,443,Churro Ice Cream Bowls,churro-ice-cream-bowls,https://vid.tasty.co/output/31948/mp4_640x640/1495124889,https://img.buzzfeed.com/video-api-prod/assets/611fa066ddb445b282cbed439031694d/BFV8528_ChurroIceCreamBowl-Thumb1080SQ.jpg,"3801551,1247772,1247785,1247794,1280510,1280514,1247771,64503,64505,64457,64444,64493,64488,65850,65410,64485,65843,65848",89,555,87.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,2744,Banana Fritters,banana-fritters,https://vid.tasty.co/output/54120/mp4_640x640/1506633610,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/eb42fd72913a4ffa98230a3fb23362e6/BFV21825FB.jpg,"6543465,188967,65854,64488,64444,64493,64471,64485,65848,65850",87,546,87.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,4681,Hot Chocolate Cookie Mugs,hot-chocolate-cookie-mugs,https://vid.tasty.co/output/120916/landscape_480/1545357099,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/197876.jpg,"7559501,6337137,4708980,65856,1280513,1247772,1280508,1280507,1280506,1247771,1247775,65844,1247785,1280510,1280505,1280503,64508,3527977,64503,64511,64473,64488,64492,188967,64485,64444,65857,65850,65846",52,545,92.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,1020,Banana Oatmeal Muffins,banana-oatmeal-muffins,https://vid.tasty.co/output/13789/mp4_640x640/1478208340,https://img.buzzfeed.com/video-api-prod/assets/f3784e8df87b4833aa686afcb1be0ab8/Thumb_A.jpg,"1280510,1280499,64484,1247775,1247771,1280506,1280508,64503,64492,64485,64471,64466,65846",73,496,88.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,1811,Strawberries ‘n’ Cream Cake Mix Cookies,strawberries-n-cream-cake-mix-cookies,https://vid.tasty.co/output/32667/mp4_640x640/1495577713,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7e0ec85ee8f843ca98026ff901fc196d/BFV21293_Cake_Mix_Cookies_9_Ways_FB_V3.jpg,"64470,5993378,5923249,4708980,188967,1247772,1247780,1247788,1280507,1280506,1280510,1247785,1280500,64503,64492,64485,65857,64471,64488,65850,64444,65846",76,507,87.0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,3806,Brownie Bombs,brownie-bombs,https://vid.tasty.co/output/91858/landscape_480/1525110653,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/153242.jpg,"64480,1691104,1247793,1247785,1280513,64492,64503,1247788,1280510,64488,1280506,65856,65857,64471,65846,64500,65850,1280507,64485,1247780,64444,1280508,1247775,1280500",71,507,88.0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,1426,Chocolate Chip Skillet Cookie,chocolate-chip-skillet-cookie,https://vid.tasty.co/output/14022/mp4_640x640/1478543668,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/46dcbdeed2c1430d91ea6aa09c9120fb/BFV14220_3CourseTuscanChickenDinner-FB.jpg,"64470,5143247,1247772,65855,64500,188967,64492,64485,64471,65850,64444,65846",30,492,95.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,929,Banana Cream Pie,banana-cream-pie,https://vid.tasty.co/output/28261/mp4_640x640/1491244182,https://img.buzzfeed.com/video-api-prod/assets/f78b2d95fc904dfb908e21862da36534/YT_THUMB.jpg,"1247782,1280506,1247785,1280501,1247775,1280500,1247788,1247793,1280510,64509,64510,65850,64503,65846,65843,64488,64444,65857,64485,64492,64471",44,542,93.0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,6426,Boba Milk Tea,boba-milk-tea,https://vid.tasty.co/output/174267/hls24_1595623944.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/8f1e6c865e5b4ef0a1f8d15b3f676202/BFV69042_HowToMakeBobaFromScratch_JP_Final_YT.jpg,"8091748,6953039,3802077,1247793,64485,1247770,64487,64502,64503,1247786,65850,65848,1280506,1280508",49,504,92.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,5938,Cinnamon Roll,cinnamon-roll,https://vid.tasty.co/output/154979/hls24_1576227934.m3u8,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e400a8430559421ca05e0c42ee20be73/SWEETTOOTHFB.jpg,"65845,64488,64471,64485,1247775,1280510,1247788,1247785,1280508",790,532,41.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,2164,Shortbread Jam Squares,shortbread-jam-squares,https://vid.tasty.co/output/45487/mp4_640x640/1501520504,https://img.buzzfeed.com/video-api-prod/assets/ee453b5345fc41f8b4fd6d527eee84e0/Jam_Squares_FB_Thumbnail_2.jpg,"64503,65851,64488,65410,65846,64505,65857,64485,64471,65850,64444,64447",27,501,95.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
